   alt                        temp                       eddy                       H                          H2                         H2O                        OH                         O                          O2                         CO                         CO2                        HCO                        H2CO                       C                          CH                         CH2                        CH3                        CH4                        S                          S2                         S3                         S4                         H2S                        HS                         SO                         SO2                        CS                         CS2                        OCS                        CN                         HCN                        N                          NH                         NH2                        NH3                        C2                         C2H                        C2H2                       C2H4                       NO                         HNO                        HO2                        HNCO                       N2O                        H2O2                       O3                         NO2                        NO3                        SO3                        HNO2                       HNO3                       H2SO4                      HCl                        Cl                         Cl2                        HOCl                       N2H4                       ClO                        C2H6                       CH3OH                      CH2CO                      CH3CHO                     C3H4                       C3H6                       C4H2                       C4H4                       OClO                       HCS                        C2H3                       C2H5                       NCO                        HCCO                       HSO                        CH3O                       H2COH                      H2CN                       N2H2                       C4H                        HCNOH                      C2H2OH                     CH3CO                      CH2CHO                     C2H3OH                     C2H4OH                     CH3O2                      HSO3                       N2H3                       NH2CO                      HS4                        C4H3                       CH2N2                      CH2CN                      CH3CN                      HCCCN   
   7.07500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   1.53845203163274158E-007   6.42999342677725715E-004   2.42657702102796980E-004   7.62468355186523999E-012   2.35055150809857814E-010   3.82949687805416715E-011   5.83157695006008745E-004   2.63477000252452164E-003   6.05126640598215753E-012   8.64241381703165323E-008   2.94197259938566453E-013   3.61836152696753392E-012   1.72125619494154016E-010   9.86668664862467851E-007   9.99790026326293543E-004   4.59645804760005957E-005   3.22595933502627945E-009   1.55000260956183749E-014   8.35979575359998615E-018   1.28471142393405101E-013   2.04568522760049307E-010   3.49839876543514574E-008   1.19255617525853585E-010   2.21233400900152798E-004   1.07612775684496926E-004   8.67113439673687093E-008   5.25652649071689873E-015   9.43781396948515944E-008   1.07279273031133787E-013   1.69116035482002322E-013   1.38686000096598666E-014   2.46787169269792468E-011   4.01620719263648237E-022   3.11678711770011474E-011   9.84988079101808988E-005   1.16786963980008914E-005   1.23698495479262835E-009   1.04635981087883231E-012   5.84401820066974021E-018   1.43256788823890177E-013   7.42883778925693336E-008   1.73345696434054935E-020   3.75449951961239444E-024   9.35421644709976593E-020   5.46236431725902580E-029   2.25511874724837279E-018   2.65083305347532574E-014   2.45828356998625073E-027   3.54856028165189270E-017   6.91160283635269917E-006   2.27973426364620310E-008   2.89536195445212696E-020   9.18345748820331797E-028   4.55441761053727845E-024   6.38636376442490701E-014   1.19440278444448160E-003   6.55216091265877443E-008   1.48705499435501747E-009   2.06695722830319185E-008   5.61007419579881429E-007   6.92114132752312375E-011   1.74417153170471079E-004   2.31382255202606732E-002   1.37722827528805694E-022   2.81339002236630227E-010   3.06669027608049348E-008   3.67780244980504124E-007   6.07942345737095381E-014   1.76466281578285941E-012   1.06496806349964214E-013   7.56442342104570204E-010   1.94525830630026698E-010   3.02596445315618347E-013   9.15466220150682051E-016   5.67327431766781377E-007   3.19625226273812790E-017   6.14441228057220363E-017   3.21286805964285806E-011   2.11046664711771156E-010   1.43239337862053523E-008   1.21790625897839261E-013   4.03260700554157344E-019   1.78276533372346290E-019   6.65950130137248753E-026   2.02922280590239274E-015   2.26979692442285154E-022   1.12795130331646483E-005   1.85032854084357376E-013   1.18895611371656914E-008   1.56503148613082536E-008   3.15879121486536545E-005
   7.12500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   1.95545111826129101E-007   6.84944497809790941E-004   2.49134166860938129E-004   8.85814821736890055E-012   2.64674130788382399E-010   4.79334438504624832E-011   6.00000321768657890E-004   2.61884539757647463E-003   7.02358924906583393E-012   1.04934824297898711E-007   4.81186808802414481E-013   5.52257524961945589E-012   2.23367464035811114E-010   1.22265766839086603E-006   9.81025456475519012E-004   5.30589120363896203E-005   4.39113326182616039E-009   1.97506932058578879E-014   1.25536500514924852E-017   1.73201040336478407E-013   2.66399984211349373E-010   3.61191530068807396E-008   1.20037927155685659E-010   2.41543244489834615E-004   9.31131834982400956E-005   9.88319742744244800E-008   8.60988217006116965E-015   1.03308122997128026E-007   1.17196547638219211E-013   1.82065908316989308E-013   1.66555429912838186E-014   2.47320754644362266E-011   9.67131038224843058E-022   3.93033962393312153E-011   1.01894965949301744E-004   1.32151074247078702E-005   1.36645093570616978E-009   9.86432051710699616E-013   6.87658537119163000E-018   1.55202521529358842E-013   8.12462204501865259E-008   1.89938128491046555E-020   4.19328639283447845E-024   9.03932894099512374E-020   4.26732448623148792E-029   2.40234499683853621E-018   2.66489674339500949E-014   2.18659920342300894E-027   3.53788709508297845E-017   6.90167030991364711E-006   2.81662837969540298E-008   3.61779696370738275E-020   1.18561119132773920E-027   5.26451761521288099E-024   6.37133468537696341E-014   1.17389831200299770E-003   7.41102614747164922E-008   1.60115227054004097E-009   2.28232424691583341E-008   5.60435693046251865E-007   6.27439999263682108E-011   1.86835910859962999E-004   2.30767808373442893E-002   1.11274224999770803E-022   3.64513025989508395E-010   3.13516700209609775E-008   3.99820197720757715E-007   7.95537819746370111E-014   1.64552647719822596E-012   1.10548048017961824E-013   7.99065975709108719E-010   1.71373802329070603E-010   3.11461225633484759E-013   1.04754445011395929E-015   6.80372837451335595E-007   3.43756372330351347E-017   6.73898397837975334E-017   3.12210581787233831E-011   2.09954067396761896E-010   1.42728596820867716E-008   1.14965911083717301E-013   4.56013713560409024E-019   1.49197888082815073E-019   6.93348179672760152E-026   2.03101405712382843E-015   3.36566600382754857E-022   1.15560880222435289E-005   2.25653680120103729E-013   1.34816152441282867E-008   1.53580676643698182E-008   3.41848253734631217E-005
   7.17500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   2.48226618453116153E-007   7.29807097560836973E-004   2.55653848242155335E-004   1.03258201000643817E-011   2.97678635574208535E-010   5.96430663857788651E-011   6.17623550481552681E-004   2.60215387365512639E-003   8.42174625269825023E-012   1.27213610739833203E-007   7.64605375166117462E-013   8.23387626937075918E-012   2.92237986015832732E-010   1.51056940696182134E-006   9.60683989271013785E-004   5.91439654411805656E-005   5.77199607686699163E-009   2.38816796876623752E-014   1.77661480434404479E-017   2.34099979267719693E-013   3.46476160261849692E-010   3.72350788302278671E-008   1.21460102931155646E-010   2.61677045797639805E-004   7.91979000776820720E-005   1.12650459062967334E-007   1.38878764699306877E-014   1.13291354871395897E-007   1.27681655895040375E-013   1.95549649807816353E-013   1.98589827782331790E-014   2.48093890185051182E-011   2.21472764470284619E-021   4.99324717714939548E-011   1.05292069530562183E-004   1.49435293915433036E-005   1.51051372576333275E-009   9.33960241179439847E-013   8.49158307664707155E-018   1.68221409275104935E-013   8.89143159629603405E-008   2.09029284468234779E-020   4.80441850811382539E-024   8.71936101649182008E-020   3.32510541949295804E-029   2.59238519021942539E-018   2.68015056886349380E-014   1.94713695496871548E-027   3.52486581850369442E-017   6.89007433996485066E-006   3.47838090928382630E-008   4.50743461117086616E-020   1.52731071332862307E-027   6.04230311068370542E-024   6.35496991181930243E-014   1.15213119095020143E-003   8.39234800786808348E-008   1.71875646729393773E-009   2.51215844669267182E-008   5.59812278868967275E-007   5.68320388999064090E-011   2.00292949054173953E-004   2.30097261773150666E-002   8.98016126030373636E-023   4.75726600246195029E-010   3.20914688690437035E-008   4.33707962119299405E-007   1.02392079385634380E-013   1.53412799440767856E-012   1.22387334897678938E-013   8.45019125202586328E-010   1.50671680009232391E-010   3.20553451415030373E-013   1.20491452653947099E-015   8.20707598943277030E-007   3.69996175630461132E-017   7.40781457508774882E-017   3.03163814478265782E-011   2.09226758022851420E-010   1.42178754655916923E-008   1.08942222256777561E-013   5.12227591404922718E-019   1.25443762671881132E-019   7.17155867309191605E-026   2.03280673591447378E-015   4.86728312565931811E-022   1.19022137706582885E-005   2.69052718957208798E-013   1.53032380582971067E-008   1.50479464660614624E-008   3.70123300272917133E-005
   7.22500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   3.13726438601602808E-007   7.77576224966423511E-004   2.62209895353247933E-004   1.20812083135951639E-011   3.34524530690556447E-010   7.38219215075007552E-011   6.36055203807891849E-004   2.58465940128507331E-003   1.03975977561285363E-011   1.53817718651942589E-007   1.18080978912726720E-012   1.19994775383299948E-011   3.85149586249870703E-010   1.85656479156525601E-006   9.38760483833978921E-004   6.37234343604348402E-005   7.32434518402571627E-009   2.74181795768091628E-014   2.36828848464166320E-017   3.16704743944515293E-013   4.49532135917615851E-010   3.82808851541421858E-008   1.23715791288660385E-010   2.81060048980231244E-004   6.64064229863257758E-005   1.28238654018770783E-007   2.20321280278710653E-014   1.24506769918755092E-007   1.39010394939190326E-013   2.10093907098715026E-013   2.35007808154000565E-014   2.49455579113030286E-011   4.82718553501439567E-021   6.37702923449271588E-011   1.08648861452155087E-004   1.68562128853141159E-005   1.67086140630662619E-009   8.92294157782810410E-013   1.10189864084159646E-017   1.82402108053192231E-013   9.73665494474930046E-008   2.31275514039983771E-020   5.64766136403873900E-024   8.42018540950961330E-020   2.60147539601552688E-029   2.84107664386590080E-018   2.69668643775110844E-014   1.74547855187926320E-027   3.50943514824011588E-017   6.87657325058574922E-006   4.28564480197568191E-008   5.58127684769947989E-020   1.95935832889384323E-027   6.89003302658053715E-024   6.33716174801378721E-014   1.12909562266444419E-003   9.51294335793476264E-008   1.83874762461043759E-009   2.75439669287439764E-008   5.59132835984376129E-007   5.15012804423043937E-011   2.14953498981005996E-004   2.29364699625603935E-002   7.26529723366253992E-023   6.24770149576032352E-010   3.29257097208527881E-008   4.68798871831104330E-007   1.29866563516749357E-013   1.43387667679863300E-012   1.43712017330415548E-013   8.96483051051146205E-010   1.32653914040148477E-010   3.30717930982528943E-013   1.39415605260100109E-015   9.94997445206779323E-007   3.98514593241631892E-017   8.16164314562930650E-017   2.94734086899201477E-011   2.08837802633466271E-010   1.41587939810494197E-008   1.03801827606340153E-013   5.72063521122963521E-019   1.06619806045182650E-019   7.38507145080016100E-026   2.03457746618228249E-015   6.82478291802944201E-022   1.23460998547692541E-005   3.13668518755080889E-013   1.73879474924643992E-008   1.47202396220729762E-008   4.00889052444438579E-005
   7.27500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   3.93870665745697151E-007   8.28189049710565642E-004   2.68795242401124676E-004   1.41885581242689602E-011   3.75737013524470391E-010   9.09906840134951105E-011   6.55322823731625294E-004   2.56632505955727572E-003   1.31525084434104530E-011   1.85345894233403644E-007   1.77401856864292346E-012   1.71112752987425424E-011   5.10054791376837113E-010   2.26645972619443392E-006   9.15281533543096958E-004   6.65692754420228608E-005   8.97574332644040774E-009   2.99335595258984089E-014   2.97246113576450387E-017   4.27168205675290027E-013   5.80316499563885606E-010   3.92139580766810882E-008   1.26934133639040265E-010   2.99349581645520888E-004   5.50248747948605470E-005   1.45617215226483466E-007   3.43800717415592473E-014   1.37181043853892789E-007   1.51533014518140237E-013   2.26488460210368354E-013   2.76352979067628103E-014   2.51764188348091605E-011   1.00353042995280523E-020   8.16941552358414893E-011   1.11919210746609681E-004   1.89379198899535558E-005   1.84938735135280813E-009   8.63602724314766522E-013   1.49983670227410705E-017   1.97839149093451607E-013   1.06683498759243484E-007   2.57442311904807123E-020   6.80015053101788654E-024   8.16515800159473671E-020   2.05590845614459295E-029   3.16785841560102876E-018   2.71460130224686532E-014   1.58516898308851897E-027   3.49150789974579753E-017   6.86090186216053139E-006   5.26117679316908232E-008   6.85358629960019592E-020   2.49992203332678908E-027   7.82005867523181668E-024   6.31779589040276715E-014   1.10480067425842380E-003   1.07914553666905704E-007   1.95988811590644553E-009   3.00667595832854889E-008   5.58392722672277437E-007   4.67551030895279863E-011   2.31011634466822628E-004   2.28563627052229962E-002   5.90963794021949029E-023   8.23429558989915096E-010   3.38816723168105054E-008   5.04467353515342518E-007   1.62662327063437419E-013   1.34612994779388751E-012   1.77370827232290344E-013   9.55946143970922264E-010   1.17272991314362393E-010   3.42815911025863740E-013   1.62386313431474291E-015   1.21164494342325818E-006   4.29492085141087857E-017   9.01071317153578957E-017   2.87297097940201799E-011   2.08749170568080040E-010   1.40954328849299013E-008   9.95402039066594776E-014   6.36102310589317216E-019   9.20780381167385858E-020   7.59493063539364922E-026   2.03629845474642447E-015   9.21799190598403462E-022   1.29119039372037929E-005   3.57748955530195518E-013   1.97740829682973755E-008   1.43756137918972002E-008   4.34341240055925897E-005
   7.32500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   4.90479218095936650E-007   8.81526668394511602E-004   2.75402414750555409E-004   1.67241594714087269E-011   4.21937446821741569E-010   1.11831978519052120E-010   6.75453317015752529E-004   2.54711338191469273E-003   1.69598471615236173E-011   2.22447200312214271E-007   2.59651957592420317E-012   2.39080270294450802E-011   6.76769642439188308E-010   2.74573472865243307E-006   8.90306987132151082E-004   6.76809283538665614E-005   1.06270517506248032E-008   3.11154359222284427E-014   3.50902165455371039E-017   5.71405897151895620E-013   7.43007287333304252E-010   3.99978078245078794E-008   1.31164812311753750E-010   3.16393189474366472E-004   4.51276994151509345E-005   1.64742371343681001E-007   5.28233551007047946E-014   1.51603088343573199E-007   1.65672329339283035E-013   2.45740373932057510E-013   3.23630174566515536E-014   2.55362933252291338E-011   1.99579052223181467E-020   1.04765135298317512E-010   1.15053180288982729E-004   2.11663245433253063E-005   2.04821742486812155E-009   8.49145751881305417E-013   2.13394122557315780E-017   2.14633051353505361E-013   1.16952509629755954E-007   2.88405369913868875E-020   8.36806477944039945E-024   7.97661660182197518E-020   1.64988064853919137E-029   3.59661454327899354E-018   2.73399703539933251E-014   1.46879078027361970E-027   3.47097246567217117E-017   6.84276647499408304E-006   6.43033081166652714E-008   8.33618432189040843E-020   3.16970280403655820E-027   8.85804115677453791E-024   6.29675141265389832E-014   1.07927121503362906E-003   1.22483917595828323E-007   2.08085509683445246E-009   3.26648586644518681E-008   5.57586987430266460E-007   4.25687572292493727E-011   2.48687747459990264E-004   2.27686979987971362E-002   4.84255810480884625E-023   1.08566523979561807E-009   3.49730477456294682E-008   5.40105637934120255E-007   2.01613298406349256E-013   1.27077244846136091E-012   2.27854999040828485E-013   1.02604001663670327E-009   1.04303118959732630E-010   3.57683833274586029E-013   1.90525149134639907E-015   1.48126795503844367E-006   4.63119628982529386E-017   9.96406191339513747E-017   2.81041076377318320E-011   2.08913489197046826E-010   1.40276129587763332E-008   9.60824350092187195E-014   7.05306377762198273E-019   8.10545994805912753E-020   7.82951143172167505E-026   2.03793762590220816E-015   1.19143117047764670E-021   1.36191320915603862E-005   3.99507725108406129E-013   2.25054782898870096E-008   1.40151388152732941E-008   4.70686392906501658E-005
   7.37500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   6.05393687036697203E-007   9.37412568130666091E-004   2.82023335006176398E-004   1.97778286386223508E-011   4.73883083131790059E-010   1.37234581262532524E-010   6.96472449772811289E-004   2.52698680317459861E-003   2.21948374076461963E-011   2.65834053554950024E-007   3.70893574731164657E-012   3.27781468997307546E-011   8.97379338010787702E-010   3.29954484661460771E-006   8.63929421031297000E-004   6.72059563240502412E-005   1.21577360079438975E-008   3.08123558942630741E-014   3.88918548343492562E-017   7.53729607005194528E-013   9.40438893188845088E-010   4.05980346832344917E-008   1.36375306428856483E-010   3.32150489485346918E-004   3.66571435018239880E-005   1.85495063325637738E-007   8.00383579204250110E-014   1.68142534752010279E-007   1.81920442472308321E-013   2.69011252825428138E-013   3.78359319692846340E-014   2.60562265124607953E-011   3.81029481631854791E-020   1.34244913601590965E-010   1.17998438217236415E-004   2.35129358200002454E-005   2.26974089635236132E-009   8.49662778303357310E-013   3.16044834377688459E-017   2.32890375873752279E-013   1.28267774701717796E-007   3.25154663997301428E-020   1.05021520339483746E-023   7.87973549672815982E-020   1.35124596366080357E-029   4.15687101753470170E-018   2.75498022765850725E-014   1.39950099411198467E-027   3.44769483744656341E-017   6.82184013683232630E-006   7.82152486038883832E-008   1.00388624863767278E-019   3.99217774052726658E-027   1.00442941670004483E-023   6.27390084159247238E-014   1.05254854113532963E-003   1.39061463574847898E-007   2.20026588695836878E-009   3.53129075624347078E-008   5.56710362121223335E-007   3.88922366874698257E-011   2.68224022085506667E-004   2.26727146440381146E-002   4.00235167699694552E-023   1.42771563106940730E-009   3.62014507382555523E-008   5.75114387089850183E-007   2.47714766174699520E-013   1.20685549830312561E-012   3.01949084434426462E-013   1.10942134017361410E-009   9.34390684673576221E-011   3.76122260514227035E-013   2.25294729625824946E-015   1.81719830143869914E-006   4.99598591892584750E-017   1.10288317764166131E-016   2.76016846642377577E-011   2.09276375524008689E-010   1.39551559426753115E-008   9.33094957510752676E-014   7.80951852628172742E-019   7.27903187613239724E-020   8.12154526297725955E-026   2.03945886477479995E-015   1.46470634558674939E-021   1.44831972145944544E-005   4.37278134373474799E-013   2.56322291748235581E-008   1.36402936956261710E-008   5.10141503364431402E-005
   7.42500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   7.40524895399601913E-007   9.95614055898200482E-004   2.88649099004435273E-004   2.34545788748137953E-011   5.32513591328294405E-010   1.68346614482199111E-010   7.18404176437557667E-004   2.50590823329324783E-003   2.93744404055679034E-011   3.16298275981927744E-007   5.18073089536464180E-012   4.41640728219813987E-011   1.18666627430246118E-009   3.93272660678579396E-006   8.36271584087588927E-004   6.53697697738951427E-005   1.34357379341557213E-008   2.90581950877194406E-014   4.03676526125136045E-017   9.74921626035885368E-013   1.17306947405842858E-009   4.09802287387765451E-008   1.42458059192831222E-010   3.46626741875769799E-004   2.94922873207437740E-005   2.07672874332210533E-007   1.19826622127842768E-013   1.87273223668558871E-007   2.00837991196027967E-013   2.97576397360158413E-013   4.42584009270074606E-014   2.67630393069428337E-011   7.00961790371562528E-020   1.71607962113679757E-010   1.20701926883226389E-004   2.59444339638721422E-005   2.51664534022963187E-009   8.65743005795940673E-013   4.85117323576603426E-017   2.52723708488519442E-013   1.40730431152062655E-007   3.68802119830930707E-020   1.34190173362000657E-023   7.90890946233696216E-020   1.13554995003445365E-029   4.88542174614435835E-018   2.77766189168090568E-014   1.38282259648950509E-027   3.42152108351827845E-017   6.79775783418979265E-006   9.46671802353845014E-008   1.19698229088965006E-019   4.99375872053650447E-027   1.14341827776073894E-023   6.24911034367713097E-014   1.02469065028883144E-003   1.57890008372597322E-007   2.31669572060666794E-009   3.79860906203658808E-008   5.55757258060977585E-007   3.56586525025244102E-011   2.89878458604000998E-004   2.25676001915700170E-002   3.33842629953505558E-023   1.86791352398447357E-009   3.75588488230736246E-008   6.08898401308642212E-007   3.02135432260158630E-013   1.15307785256229428E-012   4.09621644579440834E-013   1.20871049275679918E-009   8.43638430103948898E-011   3.98904813298852855E-013   2.68601993933347113E-015   2.23602379445031446E-006   5.39140426842535112E-017   1.22096282948191058E-016   2.72185816865676849E-011   2.09779167126075162E-010   1.38778823399729960E-008   9.10814476751584701E-014   8.64567194889437517E-019   6.66083104480640974E-020   8.50577017185592120E-026   2.04082232693096650E-015   1.70371050142204091E-021   1.55164521610291032E-005   4.69643446028326901E-013   2.92115786769950121E-008   1.32529527216732548E-008   5.52933448005156207E-005
   7.47500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   8.97922078199882468E-007   1.05584670814357290E-003   2.95269701229837239E-004   2.78765031872336911E-011   5.98997458453248000E-010   2.06642314497566924E-010   7.41269795415676813E-004   2.48384177680293673E-003   3.92100813370052152E-011   3.74727524472785878E-007   7.09109017190281680E-012   5.85692546393509597E-011   1.56245627747217014E-009   4.64981128054033098E-006   8.07482059208566860E-004   6.24294366286848491E-005   1.43319289637876072E-008   2.60691660317824122E-014   3.91127256107138938E-017   1.22990062500218407E-012   1.43768067500854059E-009   4.11112886871881843E-008   1.49245363002994077E-010   3.59833197458485430E-004   2.34924366994481499E-005   2.30984483674269014E-007   1.77622644380803513E-013   2.09603039795371121E-007   2.23060053301128826E-013   3.32822776597366417E-013   5.18877340572311878E-014   2.76791148734462498E-011   1.24736877763946027E-019   2.18550512511737996E-010   1.23111655842797734E-004   2.84242390040344634E-005   2.79195571701414217E-009   8.98116819300245850E-013   7.68315581686039277E-017   2.74251555784790733E-013   1.54448666881942657E-007   4.20592826215103072E-020   1.74307897919763619E-023   8.11785815815434332E-020   9.85787875408998811E-030   5.82844223916886534E-018   2.80215706182055132E-014   1.42863807174180689E-027   3.39228020317697414E-017   6.77011082672797641E-006   1.14019762780962983E-007   1.41361571810236875E-019   6.20382470875071477E-027   1.30988730295580098E-023   6.22224004238174863E-014   9.95772149877243665E-004   1.79230990240350590E-007   2.42868615960620420E-009   4.06603191374173915E-008   5.54721765700219721E-007   3.27940639821646394E-011   3.13918007564896570E-004   2.24524960768971646E-002   2.81083382468626016E-023   2.42589256317002454E-009   3.90296998858868509E-008   6.40867986008022031E-007   3.66233527069628370E-013   1.10806568877949682E-012   5.65190902060285724E-013   1.32646861556523278E-009   7.67837886096415154E-011   4.26798454385041364E-013   3.22934173499566582E-015   2.75820883283104263E-006   5.81966156189497766E-017   1.35079569050669918E-016   2.69453607583356705E-011   2.10361871512823557E-010   1.37956095833514627E-008   8.92531243098941277E-014   9.57890027219675765E-019   6.19474434549743141E-020   9.01824040491331729E-026   2.04198477801074487E-015   1.86690882823118364E-021   1.67291223334703312E-005   4.95529427968925077E-013   3.33089498981057361E-008   1.28553527196662388E-008   5.99298120235064886E-005
   7.52500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   1.07986775216908169E-006   1.11778161076808756E-003   3.01873708464817981E-004   3.31848964124029897E-011   6.74770607108950267E-010   2.54006389382682638E-010   7.65086934361712892E-004   2.46075360282823046E-003   5.26747350946383516E-011   4.42118176325356994E-007   9.53026470561286889E-012   7.65688183229032417E-011   2.04568790216077231E-009   5.45505472605871714E-006   7.77729567454418856E-004   5.86481380287636421E-005   1.47382518029601504E-008   2.22100480373685036E-014   3.52415543880720764E-017   1.50549674546892972E-012   1.72593120127829351E-009   4.09637315354984833E-008   1.56530954871877365E-010   3.71770597452891738E-004   1.85184192448392516E-005   2.55046384391296303E-007   2.61256297946297719E-013   2.35911895663588658E-007   2.49310565943777958E-013   3.76284631620136804E-013   6.10373661218673525E-014   2.88227599971892700E-011   2.15532114676292305E-019   2.76997909693551835E-010   1.25178462166100434E-004   3.09140762341472797E-005   3.09907783095166144E-009   9.47862656877428693E-013   1.24966336669344141E-016   2.97598137636592186E-013   1.69537811106415391E-007   4.81919832426428751E-020   2.29858879600249772E-023   8.59598759939564175E-020   8.91774470934893339E-030   7.04415009217066801E-018   2.82858427338128906E-014   1.55344221858261598E-027   3.35978731751057091E-017   6.73843945979372898E-006   1.36681942368675544E-007   1.65443560440030596E-019   7.65456964950329245E-027   1.51275794859526403E-023   6.19314448782807750E-014   9.65883803037237572E-004   2.03363838683049448E-007   2.53474335723678574E-009   4.33116626807120351E-008   5.53597658583510683E-007   3.02258235431201609E-011   3.40611280554767401E-004   2.23265043563640915E-002   2.38863066168299050E-023   3.12069687081505384E-009   4.05923714511262334E-008   6.70443018838069277E-007   4.41577502269201528E-013   1.07049485442899277E-012   7.88698784220647378E-013   1.46518408025864105E-009   7.04408634777946358E-011   4.60588564576492169E-013   3.91538527777375245E-015   3.40882332451970997E-006   6.28305600176229555E-017   1.49217695631444188E-016   2.67688182323952988E-011   2.10966148725190324E-010   1.37081508787177442E-008   8.76830364553255235E-014   1.06283770005348643E-018   5.83649572390032988E-020   9.69736024711566255E-026   2.04289993431864795E-015   1.92090228691960126E-021   1.81298371351366342E-005   5.14252719269918466E-013   3.79991598013936633E-008   1.24500440584231146E-008   6.49479218796138793E-005
   7.57500000000000000E+001   1.80000000000000000E+002   9.89281329999999958E+005   1.28900069485510945E-006   1.18105492471827869E-003   3.08447901877862047E-004   3.95426418840895589E-011   7.61559130778748832E-010   3.12839121708753971E-010   7.89868386016944098E-004   2.43661295052257114E-003   7.10819163948972485E-011   5.19580002734591182E-007   1.26014280763307608E-011   9.88247693547338024E-011   2.65986801449592294E-009   6.35249336681023490E-006   7.47196464651829050E-004   5.42820989931568247E-005   1.45874668701265956E-008   1.79319037035415503E-014   2.94023959639829673E-017   1.77934916094636741E-012   2.02310509780864278E-009   4.05216154538083804E-008   1.64098032890796058E-010   3.82427294831794357E-004   1.44402092583312904E-005   2.79382337844078825E-007   3.82102845394752049E-013   2.67200305960182419E-007   2.80425065783731917E-013   4.29708318740544102E-013   7.20840960702422970E-014   3.02089841717853734E-011   3.62939576557501576E-019   3.49111551674306126E-010   1.26857584448703811E-004   3.33752873335185825E-005   3.44184641855520730E-009   1.01654407996400573E-012   2.07663764047581525E-016   3.22893058212793013E-013   1.86120379168917613E-007   5.54343183706152530E-020   3.07226123453696528E-023   9.49506590564558374E-020   8.49769376481089949E-030   8.60608481943540757E-018   2.85706490593125660E-014   1.78290587637556868E-027   3.32384720442014224E-017   6.70222445066017106E-006   1.63119740192295674E-007   1.92007058593983167E-019   9.38055351114421917E-027   1.76322623094009034E-023   6.16167330100639671E-014   9.35131722902372690E-004   2.30584868872531015E-007   2.63332823212323886E-009   4.59150225675833097E-008   5.52378402326558095E-007   2.78882017845442555E-011   3.70221193770513203E-004   2.21886959209675050E-002   2.04801269646568002E-023   3.96714654993255710E-009   4.22198254999872407E-008   6.97058522285971407E-007   5.29969318519951422E-013   1.03911539977446615E-012   1.10720174887152770E-012   1.62724458492181500E-009   6.51125375417153933E-011   5.01104321480511009E-013   4.78660689327895129E-015   4.21839967987611447E-006   6.78396303719353088E-017   1.64451431927275301E-016   2.66726261996742886E-011   2.11538137465451407E-010   1.36153149713743604E-008   8.62378020902436539E-014   1.18147988319974056E-018   5.55239416355090241E-020   1.05863818030670035E-025   2.04351878221250472E-015   1.85212497525978243E-021   1.97257057228880244E-005   5.25526244140245411E-013   4.33678493504980942E-008   1.20398291214339081E-008   7.03726629074980425E-005
