alt                      temp                     eddy                      
8.3250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.3750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.4250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.4750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.5250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.5750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.6250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.6750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.7250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.7750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.8250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.8750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.9250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.9750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.0250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.0750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.1250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.1750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.2250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.2750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.3250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.3750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.4250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.4750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.5250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.5750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.6250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.6750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.7250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.7750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.8250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.8750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.9250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
9.9750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
